age,is_corporate,gender,total_balance,account_count,has_active_loan,has_overdue_loan,has_upcoming_payment,has_issuing_card,has_check_card,has_credit_card,has_deposit_sub,has_savings_sub,default_risk_level,recent_deposit_count,recent_withdrawal_count,recent_transfer_count,days_since_last_tx,max_password_fail_count,has_business_id,task_detail_type,savings_near_maturity,deposit_near_maturity,profile_id,scenario_kind
31,0,0,590408,2,0,0,0,0,0,0,0,0,0,2,1,10,4,0,0,이체,0,0,61b2f79bd1933ab52943ce2e,original_cleaned
40,0,1,1160080,1,1,0,1,0,1,0,0,0,0,3,6,2,10,0,0,대출 상환,0,0,ba23e6775782ec4e523e241d,original_cleaned
52,0,1,2079982,3,0,0,0,0,1,0,0,0,0,0,1,9,3,0,0,이체,0,0,b2ab5c14a5ec812d140bc350,original_cleaned
46,0,1,4542402,2,0,0,0,0,0,1,0,0,0,0,0,0,335,3,0,통장 비밀번호 변경,0,0,14990174e56efaa7c0be42f9,original_cleaned
57,1,0,40166281,3,0,0,0,0,1,0,0,0,0,5,1,6,19,0,0,법인카드 발급,0,0,d109705da3d37a49dfcef47e,original_cleaned
25,0,0,5300937,2,0,0,0,0,1,0,0,0,0,2,6,2,5,0,0,전세자금대출,0,0,62b23158d9aa128c88a4a048,original_cleaned
48,1,1,30615531,3,1,1,0,0,0,0,0,0,3,6,1,3,9,0,0,부도관리,0,0,b93d4e37423e1ac8ede62d53,original_cleaned
55,0,0,42797341,1,0,0,0,0,1,0,1,0,0,3,1,2,23,0,0,예금,0,1,3bd91edb2f68c00594b5bcbc,original_cleaned
25,0,0,2807302,3,0,0,0,0,1,0,0,0,0,2,4,14,9,0,0,이체,0,0,99d4fe412adcbc9d49613434,original_cleaned
20,0,1,2421584,2,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,체크카드 발급,0,0,4ddafa509ddaf62bdbd1aa44,original_cleaned
56,0,1,784907,2,0,0,0,0,1,0,0,0,0,8,2,0,4,0,0,입금,0,0,be179157da9545288cf2d88d,original_cleaned
49,0,1,73246615,3,0,0,0,0,0,1,0,0,0,4,2,1,21,0,0,주택담보대출,0,0,d92f3e11284b24ec7a792db3,original_cleaned
27,0,0,18869554,1,0,0,0,0,1,0,1,0,0,5,4,0,13,0,0,예금,0,1,c89c69596ba3f8ab863a3ac3,original_cleaned
25,0,0,2803838,1,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,체크카드 발급,0,0,0d96b4852f874686d11838c5,original_cleaned
55,0,1,6552467,2,1,1,1,0,0,0,0,0,0,0,0,0,34,0,0,연체관리,0,0,7b9967ad8b24f4f710250787,original_cleaned
62,1,1,9993841,4,1,1,0,0,1,1,0,0,3,0,0,0,39,0,0,부도관리,0,0,f399d0fd19fa88192bbea976,original_cleaned
45,0,0,2985367,2,0,0,0,0,1,0,0,0,0,3,5,2,16,0,0,신용카드 발급,0,0,96f6971ad46e40f35f7bb586,original_cleaned
42,0,0,161666,1,0,0,0,0,0,1,0,0,0,1,6,2,13,0,0,신용대출,0,0,643b7d024ba6981185392c98,original_cleaned
36,0,1,3511827,2,1,0,1,0,0,0,0,0,0,2,2,2,22,0,0,대출 상환,0,0,185884c8360acf199137fb85,original_cleaned
43,0,0,7142616,2,0,0,0,0,0,0,0,1,0,2,2,2,16,0,0,적금,1,0,dbdaa4efb924deed215a830a,original_cleaned
34,0,0,1814832,2,0,0,0,0,1,0,0,0,0,3,1,19,4,0,0,이체,0,0,c2475346267f18c00ebdfe48,original_cleaned
47,0,1,1045056,2,0,0,0,0,1,0,0,0,0,0,0,0,212,4,0,통장 비밀번호 변경,0,0,30cfa33b5a224b16d027feeb,original_cleaned
64,0,0,6736884,1,0,0,0,0,1,0,0,0,0,3,1,15,7,0,0,이체,0,0,7ce707227667f34e771a08d2,original_cleaned
40,0,1,10000000,1,0,0,0,0,1,0,0,0,0,4,3,2,21,0,0,주택담보대출,0,0,8ab4cedbe0c2f39371d660a3,original_cleaned
32,0,1,3876109,1,0,0,0,0,0,0,0,0,0,7,2,2,18,0,0,전세자금대출,0,0,e7bf29ab497acb516c6525e5,original_cleaned
73,0,0,8524645,2,0,0,0,0,1,0,0,0,0,0,0,0,177,3,0,통장 비밀번호 변경,0,0,79fc3bf56abb6a52b3935e04,original_cleaned
52,0,0,3076559,1,0,0,0,0,1,0,0,0,0,3,5,2,2,0,0,입금,0,0,486c0273bde0cce9935f0bac,original_cleaned
38,0,1,7015176,1,1,0,1,0,0,0,0,0,0,2,7,0,24,0,0,대출 상환,0,0,e9c67088f7ba8c1772722ceb,original_cleaned
51,1,1,74570444,3,1,0,0,0,0,1,0,0,0,1,4,1,22,0,0,기업대출,0,0,d7a7f7d9f322497da37fa09c,original_cleaned
44,0,0,3313129,1,0,0,0,0,1,1,0,0,0,3,2,3,1,0,0,신용대출,0,0,4346043f65952498ea9e3c46,original_cleaned
30,0,1,5327173,2,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,연체관리,0,0,c83a8bee8301ced3f5176a96,original_cleaned
65,0,1,6133631,1,0,0,0,0,1,0,0,0,0,9,3,0,5,0,0,입금,0,0,d14578976af3c9e571d39958,original_cleaned
62,0,1,29524062,2,0,0,0,0,0,0,1,0,0,3,6,2,23,0,0,예금,0,1,8ebde474adbd419b0236c017,original_cleaned
25,0,1,2171334,1,0,0,0,0,0,0,0,1,0,4,5,3,18,0,0,적금,1,0,5016b4d441d2e42a899215f4,original_cleaned
52,1,1,106725698,2,1,0,0,0,1,0,0,0,0,10,2,3,20,0,0,기업대출,0,0,d4f74af374c00d441e8dcb06,original_cleaned
71,0,0,7849722,2,0,0,0,0,1,0,0,0,0,0,0,0,230,4,0,통장 비밀번호 변경,0,0,52dc77ba32c3feb50283abd1,original_cleaned
39,0,1,14246413,2,1,1,1,0,1,0,0,0,0,4,3,0,13,0,0,연체관리,0,0,0c30b05f2e6e9430764a2893,original_cleaned
41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,전세자금대출,0,0,a2d3bf536a0d26ebf4d21b3b,original_cleaned
51,1,0,13409046,1,1,1,0,0,0,0,0,0,3,2,6,2,22,0,0,부도관리,0,0,faf1461693533307990c4c3a,original_cleaned
29,0,1,2285922,1,1,0,0,0,0,1,0,0,0,2,0,1,18,0,0,금융상품가입,0,0,1a8b3c6ef9a233d64756bab2,original_cleaned
60,1,0,46960591,4,1,0,0,0,0,1,0,0,0,0,0,0,40,0,0,기업대출,0,0,520e4d0b856f76aa88debe3d,original_cleaned
64,0,1,3647573,2,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,소상공인 대출,0,0,a48b9cc76fa566f0b0575ca0,original_cleaned
56,0,1,1787199,1,1,0,1,0,0,0,0,0,0,3,0,2,15,0,0,대출 상환,0,0,89873b430dba8b456e739d0b,original_cleaned
55,0,1,18903380,1,0,0,0,0,1,0,1,0,0,2,3,1,16,0,0,예금,0,1,fc4e44a4b57b1dd1a960a516,original_cleaned
51,0,1,185202,2,1,0,0,0,1,0,0,0,0,0,3,18,6,0,0,이체,0,0,8f1a2376e704f5fd7a03cfec,original_cleaned
42,0,0,9003502,1,0,0,0,0,1,0,0,0,0,0,13,0,1,0,0,출금,0,0,e819f39003bf86aca81cca17,original_cleaned
27,0,1,3477443,1,0,0,0,0,0,0,0,0,0,1,12,1,11,0,0,출금,0,0,fcbae1711bbc3136c49f22df,original_cleaned
28,0,1,1444920,1,0,0,0,0,1,0,1,0,0,0,0,0,37,0,0,예금,0,1,97249617b044542120ab2e2f,original_cleaned
37,0,1,21652252,1,1,1,0,0,0,0,0,0,0,3,3,4,11,0,0,연체관리,0,0,3129665291d665098a274767,original_cleaned
39,0,1,8489810,2,1,0,0,0,0,0,0,0,0,0,0,0,32,0,0,금융상품가입,0,0,2d2d8f7e6f819f3e05bf75b9,original_cleaned
56,0,1,13488184,2,1,0,1,0,0,1,0,0,0,2,2,4,20,0,0,대출 상환,0,0,10090e14fe8e9fae1e86aebf,original_cleaned
77,0,1,4223282,1,0,0,0,0,0,0,0,0,0,14,2,1,7,0,0,입금,0,0,bc73aa715aa858e4a10ba144,original_cleaned
58,1,1,7810502,3,1,1,0,0,1,0,0,0,3,4,3,3,24,0,0,부도관리,0,0,a0df23a079f774735f5d9b2c,original_cleaned
64,0,1,1925138,2,1,0,1,0,0,0,0,0,0,2,2,3,19,0,0,대출 상환,0,0,6136ac3aa5b3b8e26a5a7743,original_cleaned
37,0,1,4565247,2,0,0,0,0,1,0,0,0,0,1,4,4,7,0,0,전세자금대출,0,0,6c17b021153c3f0a3ac3d5bd,original_cleaned
64,0,1,1101755,1,0,0,0,0,0,1,0,0,0,8,3,2,22,0,0,연금신청,0,0,c5c32d9fc1524c79ee529eea,original_cleaned
24,0,0,9630800,2,0,0,0,0,1,0,0,0,0,5,1,1,21,0,0,전세자금대출,0,0,ab7795ee7e75a5c31f77d8eb,original_cleaned
40,0,0,3486452,2,0,0,0,0,1,0,0,0,0,2,0,0,25,0,0,이체,0,0,3ae4870c35f79811fcaf9aeb,original_cleaned
22,0,1,1434035,1,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,체크카드 발급,0,0,d352ea68f2aa8f08f2fede28,original_cleaned
25,0,1,3244056,2,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,신용대출,0,0,a4c65f8226c11f5982dbf710,original_cleaned
29,0,0,7529977,3,1,0,0,1,0,0,0,0,0,7,5,3,21,0,0,카드수령,0,0,2ed1ad24648c0509b6dedce4,original_cleaned
33,0,0,603453,2,0,0,0,0,1,1,0,0,0,0,3,17,2,0,0,이체,0,0,2d91621b916ffb48cf45dc6e,original_cleaned
44,0,1,10000000,3,1,0,0,0,1,0,0,0,0,2,3,3,27,0,0,주택담보대출,0,0,bea562110f39dcfe7813d5ea,original_cleaned
29,0,1,67917544,1,1,0,0,0,1,0,1,0,0,2,4,1,11,0,0,예금,0,1,7a09a0889aeaed72ce4ed25d,original_cleaned
47,0,0,2356448,2,0,0,0,0,0,0,0,0,0,2,3,8,30,0,0,금융상품가입,0,0,a019c63e4217329f56ec6ff9,original_cleaned
53,1,0,88432936,3,1,0,0,0,1,0,0,0,0,0,0,0,43,0,0,기업대출,0,0,e60656638475a3efa681a27b,original_cleaned
64,0,0,12731223,1,1,0,1,0,1,0,0,0,0,4,1,1,21,0,0,대출 상환,0,0,394699f21448ff217f0a1789,original_cleaned
43,0,1,12428677,3,0,0,0,0,1,0,0,0,0,4,3,0,16,0,0,신용카드 발급,0,0,26c70e30b5225cadaa176068,original_cleaned
45,0,0,3340531,1,0,0,0,1,0,0,0,0,0,0,0,0,33,0,0,카드수령,0,0,d71c71b11ac6fac3170131b9,original_cleaned
50,0,0,9803090,3,0,0,0,0,1,0,1,0,0,5,5,4,23,0,0,예금,0,1,8fd78b7cce289009cdd72279,original_cleaned
37,0,1,1031066,3,0,0,0,0,1,0,0,0,0,5,2,12,1,0,0,이체,0,0,9c124c3b22c166018d498e06,original_cleaned
51,0,1,1286470,2,0,0,0,0,1,0,1,0,0,0,0,0,41,0,0,예금,0,1,f3ac7ad1e4f6ba39397fbbad,original_cleaned
57,0,0,7055196,1,0,0,0,0,1,1,0,0,0,0,0,0,127,4,0,통장 비밀번호 변경,0,0,a8103523c0bc59a9be919f11,original_cleaned
42,0,0,46275491,1,0,0,0,0,0,1,0,0,0,3,4,1,3,0,0,주택담보대출,0,0,fc1d885dc22cdf6ee5799e43,original_cleaned
71,0,1,1298065,1,0,0,0,0,1,0,0,0,0,0,0,0,272,5,0,통장 비밀번호 변경,0,0,16b34cf3f71f6f8166d6e5cd,original_cleaned
77,0,0,8059273,2,0,0,0,0,0,0,0,0,0,10,3,0,4,0,0,입금,0,0,39d0c829c0109e9e9b83d974,original_cleaned
51,0,0,1504997,2,0,0,0,0,1,0,0,0,0,0,0,0,78,3,0,통장 비밀번호 변경,0,0,dcfee62bf99fec52774259ac,original_cleaned
40,0,0,23343239,2,0,0,0,0,0,0,0,0,0,1,3,2,23,0,0,금융상품가입,0,0,b475b603a59a84efb24ac09b,original_cleaned
54,0,0,3253775,2,0,0,0,0,0,0,0,0,0,1,12,0,1,0,0,출금,0,0,0eed7386466860877f70fb41,original_cleaned
63,0,1,23124842,2,1,0,1,0,1,1,0,0,0,1,3,2,19,0,0,대출 상환,0,0,9094a78ebd8275051613215f,original_cleaned
51,0,1,29598443,2,0,0,0,0,1,0,0,0,0,4,4,1,21,0,0,주택담보대출,0,0,7a1838e5b940094900a56d9b,original_cleaned
60,0,1,5053995,2,0,0,0,0,0,0,1,0,0,3,3,0,18,0,0,예금,0,1,e72592bdc0db38d017439ad3,original_cleaned
62,1,1,46208052,1,1,1,0,0,0,1,0,0,3,3,2,0,23,0,0,부도관리,0,0,446ec477f05061b4b9374d41,original_cleaned
57,0,0,35939514,1,0,0,0,0,1,1,0,0,0,0,4,0,16,0,0,주택담보대출,0,0,647832a4f283e8fcc298af35,original_cleaned
52,0,1,19083257,2,0,0,0,0,1,1,0,0,0,1,2,0,23,0,0,금융상품가입,0,0,0b25094b9e22d12eb9ea3a5e,original_cleaned
37,0,1,73088703,1,1,0,0,0,1,0,0,0,0,0,0,0,35,0,0,주택담보대출,0,0,1a9734c9443f41a743265e4c,original_cleaned
43,0,1,8143937,2,0,0,0,0,0,0,0,0,0,5,4,2,10,0,0,신용대출,0,0,8b625c1f90c408a6d65cd593,original_cleaned
46,0,1,24560736,1,0,0,0,0,1,0,0,0,0,2,2,2,23,0,0,주택담보대출,0,0,6fd5f85ba99b30e3cbdfd06b,original_cleaned
45,0,0,580876,1,0,0,0,0,0,1,0,0,0,2,5,2,26,0,0,신용대출,0,0,0a4675f3452e14eeb0fb6379,original_cleaned
47,1,1,19263028,4,0,0,0,0,0,0,0,0,0,3,2,2,15,0,0,법인카드 발급,0,0,7514b38e430e58caa8a8aad6,original_cleaned
36,0,0,3294541,2,0,0,0,0,0,0,0,0,0,0,5,16,7,0,0,이체,0,0,16b7893e358f71442d97ae23,original_cleaned
26,0,1,18691112,2,1,0,1,0,1,1,0,0,0,4,2,1,18,0,0,대출 상환,0,0,5ba6157787012f45ff19ca74,original_cleaned
36,0,1,3183730,3,0,0,0,0,0,0,0,0,0,2,3,0,16,0,0,소상공인 대출,0,0,c31b8b3f88e57055beb647db,original_cleaned
34,0,1,21691490,1,0,0,0,0,1,0,0,0,0,4,1,3,3,0,0,신용카드 발급,0,0,19f9b224b00c2163df0d6636,original_cleaned
36,0,1,17260878,2,0,0,0,0,1,0,0,0,0,2,3,4,2,0,0,금융상품가입,0,0,a1e58da94a737febe6e6343d,original_cleaned
27,0,0,480208,1,0,0,0,0,0,0,0,0,0,3,5,3,29,0,0,체크카드 발급,0,0,c74925283501174484d1914c,original_cleaned
57,0,0,2020056,1,0,0,0,0,1,1,1,0,0,1,1,1,20,0,0,예금,0,1,cbc04843bd66eab7381d34f6,original_cleaned
50,1,0,70615830,1,1,1,0,0,0,0,0,0,3,0,0,0,41,0,0,부도관리,0,0,fb880c0158ef3f3af4c76314,original_cleaned
54,0,1,25395503,2,0,0,0,0,1,0,0,0,0,6,1,0,18,0,0,주택담보대출,0,0,244c3a01dbaae538352f028b,original_cleaned
31,0,1,1478055,2,0,0,0,0,0,0,0,0,0,3,2,0,11,0,0,체크카드 발급,0,0,e40a808691db243828eec7a9,original_cleaned
45,0,1,7664500,1,0,0,0,1,1,0,0,0,0,4,2,2,2,0,0,예금,0,0,b0a6e5d0bcc8e1e73f0d7478,original_cleaned
50,0,0,2945201,1,1,0,1,0,1,0,0,0,0,3,2,1,3,0,0,대출 상환,0,0,84c72a5972de586c59730795,original_cleaned
57,0,0,1384638,3,0,0,0,0,0,0,0,0,0,1,3,17,8,0,0,이체,0,0,4fbe54063ffa9b192c791954,original_cleaned
70,0,1,17002023,1,0,0,0,0,0,1,0,0,0,2,4,3,7,0,0,연금신청,0,0,80ea97bbc8c3f214a61ee981,original_cleaned
38,0,1,9118332,1,0,0,0,0,1,0,0,0,0,0,0,0,35,0,0,신용대출,0,0,63496bdc6af29f68b8d7bf47,original_cleaned
55,0,1,9625584,3,0,0,0,0,1,0,1,0,0,3,1,2,7,0,0,예금,0,1,d391f14045cf0ea2c2613737,original_cleaned
49,0,0,678211,1,0,0,0,0,1,1,0,0,0,1,6,15,2,0,0,이체,0,0,abffa493c9cffc740720ae09,original_cleaned
26,0,0,3457311,1,0,0,0,1,0,0,0,0,0,0,0,0,37,0,0,카드수령,0,0,dce5bf7003b6eda1ee8eff53,original_cleaned
46,0,1,15191252,2,1,0,0,0,0,0,0,0,0,2,3,2,5,0,0,금융상품가입,0,0,9f58d50edc96999dcdb87e05,original_cleaned
75,0,0,1373589,1,1,0,0,0,1,0,0,0,0,0,0,0,200,5,0,통장 비밀번호 변경,0,0,b7212fe2c0c9412fca925d4f,original_cleaned
30,0,1,2812483,2,0,0,0,0,1,0,0,0,0,3,3,5,12,0,0,신용카드 발급,0,0,b2fcb3b8747cf30771438b7d,original_cleaned
33,0,1,227107,1,0,0,0,0,1,0,0,0,0,2,2,2,7,0,0,신용대출,0,0,4b2470dab626f45fe1659db8,original_cleaned
48,0,1,60509241,2,0,0,0,0,1,0,0,0,0,0,0,0,37,0,0,주택담보대출,0,0,82b7a2edfbbf272bba0362f8,original_cleaned
43,1,1,22114075,2,0,0,0,0,0,0,0,0,0,3,5,0,23,0,0,법인카드 발급,0,0,e35d0326b6dbc6cf433faa8d,original_cleaned
59,0,1,9498143,2,0,0,0,1,1,0,0,0,0,2,1,3,23,0,0,카드수령,0,0,99f3e10bd7f690a71c83f105,original_cleaned
30,0,0,472352,2,0,0,0,1,0,0,0,0,0,7,6,4,27,0,0,카드수령,0,0,a5e6fb1c584ee20fcd7bf468,original_cleaned
79,0,1,390289,1,0,0,0,0,0,0,0,0,0,9,4,2,8,0,0,입금,0,0,96be82f6fb983501a3d03721,original_cleaned
59,0,0,2499075,2,0,0,0,0,1,0,0,0,0,0,0,0,44,0,0,연금신청,0,0,0e6c3c24b99d1c96f9d4555b,original_cleaned
26,0,1,104573,2,0,0,0,0,1,0,0,0,0,5,1,1,12,0,0,신용대출,0,0,1b7853e63bfafda8431a717b,original_cleaned
74,0,0,12891797,2,0,0,0,0,1,0,0,0,0,6,3,4,9,0,0,연금신청,0,0,99e6d318c42d32687ad7a366,original_cleaned
72,0,0,1119714,2,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,연금신청,0,0,797dcf0ad3fbc88943b1e9a3,original_cleaned
42,1,1,88063908,4,1,0,0,0,1,0,0,0,0,0,0,0,32,0,0,기업대출,0,0,e4829301916b9dd45a9613e4,original_cleaned
60,0,0,4365872,2,0,0,0,0,0,0,0,0,0,0,0,0,237,4,0,통장 비밀번호 변경,0,0,54cf5c71dd625c04f28b617b,original_cleaned
34,0,0,4229398,2,0,0,0,0,1,0,0,0,0,0,0,0,37,0,0,신용대출,0,0,05912186fc8fca3f97d6c122,original_cleaned
30,0,0,36162427,3,0,0,0,0,1,0,0,0,0,5,3,1,18,0,0,신용카드 발급,0,0,e4c31edefaef4ed1a493ad36,original_cleaned
28,0,0,1482087,2,1,0,0,0,1,0,0,0,0,1,3,3,25,0,0,신용카드 발급,0,0,1bba435a769cf63c96ca079c,original_cleaned
73,0,0,1933238,2,0,0,0,0,1,1,0,0,0,0,0,0,285,3,0,통장 비밀번호 변경,0,0,e5198a73103d42e78a29d8d2,original_cleaned
38,0,1,3007437,2,0,0,0,0,1,0,0,0,0,3,4,2,29,0,0,신용대출,0,0,fbd791f0e9f147e2bc282aaf,original_cleaned
36,0,0,5894394,1,0,0,0,0,1,0,0,0,0,4,2,4,28,0,0,전세자금대출,0,0,d74c365bf3491d5df707c5a3,original_cleaned
57,0,0,14404916,1,1,0,0,0,0,0,0,0,0,7,1,0,10,0,0,입금,0,0,dbf45ab9e9dcb6a8c5b2177e,original_cleaned
45,0,1,27157604,1,0,0,0,0,1,1,1,0,0,3,5,3,5,0,0,예금,0,1,f726a8a63e1aa40b6558e57a,original_cleaned
32,0,0,11022688,1,0,0,0,0,1,0,0,0,0,0,0,0,34,0,0,전세자금대출,0,0,22f94305c3f0c74d71bf85a2,original_cleaned
36,1,1,557158,1,0,0,0,0,1,0,0,0,0,0,0,0,34,0,0,법인카드 발급,0,0,5ac82d09599c45cfb8ea8b81,original_cleaned
25,0,0,952541,1,0,0,0,0,0,1,0,0,0,2,3,2,7,0,0,신용대출,0,0,dc8f673de0dfdb5d12ff393a,original_cleaned
63,0,1,5473607,2,1,0,1,0,1,1,0,0,0,4,2,1,4,0,0,예금,0,0,25e2b1408e603f0dcfe01dc5,original_cleaned
45,0,1,400133,2,1,1,1,0,1,0,0,0,0,7,0,3,15,0,0,연체관리,0,0,4a22c810ae2f6daf5422f2e8,original_cleaned
47,0,1,776982,2,0,0,0,0,1,0,0,0,0,5,3,3,2,0,0,입금,0,0,b06842df25e8b9cf7cb783cf,original_cleaned
60,0,0,281675,1,1,0,0,0,0,0,0,0,0,0,0,0,53,5,0,통장 비밀번호 변경,0,0,d3471467bd8acd8f0f89890f,original_cleaned
50,0,0,7964699,2,0,0,0,0,1,0,0,0,0,2,2,20,9,0,0,이체,0,0,65efe0b8034f43c737598561,original_cleaned
47,0,0,18859787,2,0,0,0,0,1,1,0,0,0,0,0,0,339,5,0,통장 비밀번호 변경,0,0,7fd67e9510775c3bdefd105e,original_cleaned
33,0,1,51800033,3,0,0,0,0,1,0,0,0,0,0,1,2,20,0,0,신용카드 발급,0,0,74773a4488e34e9b17265f5e,original_cleaned
46,0,1,57449001,2,0,0,0,0,0,1,0,0,0,0,0,0,36,0,0,주택담보대출,0,0,8f6278388f2ddb3c7f12f509,original_cleaned
61,0,1,12108301,3,0,0,0,1,0,0,0,0,0,8,2,0,7,0,0,카드수령,0,0,5115ff45634ff19f1b2165a1,original_cleaned
55,1,0,43198423,3,1,0,0,0,0,0,0,0,0,6,2,3,11,0,0,기업대출,0,0,ef7f673dcd6196ed8b5e1822,original_cleaned
37,0,1,11842535,1,1,0,0,0,1,1,0,0,0,2,1,3,4,0,0,주택담보대출,0,0,7675c1e3c653d5900c041d9b,original_cleaned
26,0,1,676878,1,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,신용대출,0,0,7f8b6bbc3ba283b9ddd79851,original_cleaned
23,0,0,5336233,1,0,0,0,0,0,1,0,0,0,4,7,0,18,0,0,전세자금대출,0,0,40b6e1cb2e7fb3f622b6d8a3,original_cleaned
70,0,0,15936465,1,0,0,0,0,1,0,0,0,0,0,0,0,307,3,0,통장 비밀번호 변경,0,0,54bee1ed6a9253de3352400f,original_cleaned
31,0,1,8035891,2,0,0,0,0,0,0,0,1,0,1,2,0,11,0,0,적금,1,0,ab9b29410655b9b03984baa4,original_cleaned
53,0,0,4211736,2,0,0,0,0,1,0,0,0,0,3,8,0,8,0,0,출금,0,0,4943767f27c26d79b8e3b90c,original_cleaned
23,0,1,6305537,1,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,체크카드 발급,0,0,6f195a207e4af85cabbd647a,original_cleaned
26,0,0,3419876,1,0,0,0,1,1,0,0,0,0,1,4,3,20,0,0,카드수령,0,0,dab975f93d8c59e30c7b8a7e,original_cleaned
76,0,1,49288161,1,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,연금신청,0,0,e84e81ed65a044f673c727f3,original_cleaned
73,0,1,8771369,2,0,0,0,0,1,0,0,0,0,1,1,2,21,0,0,연금신청,0,0,13b92a82283e99340cd1f6f8,original_cleaned
35,0,0,787546,1,1,0,0,0,1,1,0,0,0,0,0,0,36,0,0,소상공인 대출,0,0,15f32c3aa31c27d6dc74f09a,original_cleaned
38,0,0,545053,3,1,0,0,0,0,1,0,0,0,0,0,0,40,0,0,소상공인 대출,0,0,804df93ba93678213e9bf182,original_cleaned
40,0,1,1087072,2,1,0,1,0,0,0,0,0,0,2,2,2,18,0,0,대출 상환,0,0,3160fbd7a94fdf57aa7bbca2,original_cleaned
52,0,1,5076137,1,0,0,0,0,1,1,0,0,0,12,2,1,7,0,0,입금,0,0,1bda5af11b7f26f6f8cceee1,original_cleaned
77,0,0,12413656,1,0,0,0,0,1,0,0,0,0,0,0,0,33,0,0,연금신청,0,0,1e5863424934716696cce708,original_cleaned
58,0,0,1528995,1,1,1,1,0,1,1,0,0,0,5,2,2,1,0,0,연체관리,0,0,e6838d33cf267230bc778ca8,original_cleaned
66,0,1,38339547,1,0,0,0,0,1,0,0,0,0,6,2,2,3,0,0,연금신청,0,0,37126b7f59709936609f46a0,original_cleaned
49,0,0,1499680,1,0,0,0,0,1,1,0,0,0,3,5,2,3,0,0,출금,0,0,5c773c1201a6ee9d9a740832,original_cleaned
51,0,0,983356,1,0,0,0,0,0,1,0,0,0,0,0,0,317,3,0,통장 비밀번호 변경,0,0,71e9a346d88ba4f2efc4d30e,original_cleaned
60,0,0,4211662,1,1,1,0,0,1,0,0,0,0,6,3,0,8,0,0,연체관리,0,0,d9bbef27b613fb20a172302c,original_cleaned
51,0,0,2264574,2,1,0,1,0,1,0,0,0,0,0,5,0,29,0,0,대출 상환,0,0,aec9c53e6fd337f2eac523bb,original_cleaned
34,0,1,2487799,1,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,체크카드 발급,0,0,e3f25064cb5c88eb37a7e189,original_cleaned
73,0,1,56847056,2,1,0,0,0,0,0,0,0,0,0,0,0,37,0,0,연금신청,0,0,ec08b441acbac2b0074678e7,original_cleaned
79,0,0,2365552,1,1,0,0,0,1,1,0,0,0,11,2,2,1,0,0,입금,0,0,5e593db60351afddbfcd45c6,original_cleaned
42,0,0,1055578,1,1,0,0,0,0,0,0,1,0,0,0,0,35,0,0,적금,1,0,2df0d9f1baa9dbe0d1926e60,original_cleaned
35,0,0,3405616,2,0,0,0,0,1,1,0,0,0,1,9,2,13,0,0,출금,0,0,af3f230ce371d424ff17963a,original_cleaned
60,0,1,5601473,2,1,0,0,0,0,0,0,0,0,2,2,3,17,0,0,연금신청,0,0,780e43e0821beb53de6428e5,original_cleaned
54,0,1,4567770,2,0,0,0,0,1,0,0,0,0,0,0,0,121,4,0,통장 비밀번호 변경,0,0,7d734df634fb8253027c9dc5,original_cleaned
25,0,0,4025403,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,체크카드 발급,0,0,461d6833a19345358bb41529,original_cleaned
56,0,0,20602236,2,0,0,0,0,1,0,0,0,0,0,4,4,29,0,0,주택담보대출,0,0,16eac3877132513233bc7797,original_cleaned
34,0,1,15738799,2,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,신용대출,0,0,b236eba645b4050293c6c2ba,original_cleaned
30,0,0,3766898,1,0,0,0,0,1,1,0,1,0,0,0,0,37,0,0,적금,1,0,0933d14a085e211234c4bf3d,original_cleaned
35,0,0,1000000,1,1,0,0,0,0,1,0,0,0,2,1,1,17,0,0,금융상품가입,0,0,e81d7ae5cdc9c7e8458506aa,original_cleaned
33,1,0,5784107,4,1,1,0,0,0,1,0,0,3,0,0,0,36,0,0,부도관리,0,0,ac7510130c250382ab926d67,original_cleaned
55,0,1,12850493,3,1,0,0,0,1,1,0,0,0,3,2,10,7,0,0,이체,0,0,3a1fe4e7c9490113aecc8601,original_cleaned
20,0,1,5747219,2,0,0,0,0,0,1,0,1,0,0,4,2,12,0,0,적금,1,0,376ee003dcc32a989a44e227,original_cleaned
45,0,0,4290926,2,0,0,0,0,0,0,0,1,0,0,0,0,37,0,0,적금,1,0,17a3c353dd9e6d717c6cfe1e,original_cleaned
29,0,1,8991783,2,0,0,0,0,0,0,0,0,0,4,2,4,19,0,0,전세자금대출,0,0,15de1bbad3fb1685964444f8,original_cleaned
